Payment,Product line,Invoice ID,Branch,City,Customer type,Gender,Unit price,Quantity,Tax 5%,Total,date,Time,cogs,gross income,Rating,day_of_week,hour,profit_margin,rush_hour,spending_category,rating_sentiment,avg_product_rating,total_revenue,avg_transaction,num_transactions
Cash,Home and lifestyle,468880009,a,yangon,Member,male,6594,4,13188,276948,20190324,1029,26376,13188,60,1,10,0047619046963140184,no,medium,neutral,68.375,3.10603461E8,902917.0377906977,344
Cash,Fashion accessories,198847132,b,mandalay,Member,male,4061,9,182745,3837645,20190102,1340,36549,182745,70,4,13,004761904785571914,yes,medium,neutral,70.29213483146067,3.10603461E8,902917.0377906977,344
Ewallet,Fashion accessories,756490168,a,yangon,Member,male,197,1,0985,20685,20190208,1139,197,0985,95,6,11,004761904954007401,no,low,positive,70.29213483146067,2.96273397E8,858763.4695652174,345
Credit card,Electronic accessories,702720487,a,yangon,Normal,female,4661,2,4661,97881,20190226,1228,9322,4661,66,3,12,0047619046923104626,yes,low,neutral,69.24705882352941,2.70194988E8,868794.1736334405,311
Ewallet,Home and lifestyle,400607251,a,yangon,Normal,male,7407,1,37035,777735,20190210,1250,7407,37035,99,1,12,004761904893285493,yes,low,positive,68.375,2.96273397E8,858763.4695652174,345
Cash,Sports and travel,692278933,b,mandalay,Normal,female,5795,6,17385,365085,20190224,1302,3477,17385,52,1,13,004761904936051301,yes,medium,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Cash,Fashion accessories,514372845,b,mandalay,Normal,male,9925,2,9925,208425,20190320,1302,1985,9925,90,4,13,004761904783693445,yes,medium,positive,70.29213483146067,3.10603461E8,902917.0377906977,344
Ewallet,Sports and travel,123354896,c,naypyitaw,Normal,female,4666,9,20997,440937,20190217,1911,41994,20997,53,1,19,004761904576518844,no,medium,neutral,69.16265060240964,2.96273397E8,858763.4695652174,345
Cash,Fashion accessories,258697810,c,naypyitaw,Normal,female,3685,5,92125,1934625,20190126,1853,18425,92125,92,7,18,004761904714957096,yes,medium,positive,70.29213483146067,3.10603461E8,902917.0377906977,344
Ewallet,Health and beauty,268203585,c,naypyitaw,Normal,female,1385,9,62325,1308825,20190204,1250,12465,62325,60,2,12,004761904553719282,yes,medium,neutral,70.03289473684211,2.96273397E8,858763.4695652174,345
Ewallet,Food and beverages,243558457,a,yangon,Normal,female,7444,10,3722,78162,20190227,1140,7444,3722,51,4,11,004761904947828614,no,high,neutral,71.13218390804597,2.96273397E8,858763.4695652174,345
Cash,Food and beverages,162488011,a,yangon,Member,female,4459,5,111475,2340975,20190210,1510,22295,111475,85,1,15,0047619047037071364,no,medium,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Cash,Health and beauty,382034532,a,yangon,Member,female,1833,1,09165,192465,20190202,1850,1833,09165,43,7,18,00476190461443294,yes,low,neutral,70.03289473684211,3.10603461E8,902917.0377906977,344
Credit card,Fashion accessories,632900281,c,naypyitaw,Normal,female,3755,10,18775,394275,20190308,2001,3755,18775,93,6,20,004761904738868524,no,medium,positive,70.29213483146067,2.70194988E8,868794.1736334405,311
Cash,Fashion accessories,767541907,b,mandalay,Member,female,2956,5,739,15519,20190213,1659,1478,739,69,4,16,004761904600958927,no,medium,neutral,70.29213483146067,3.10603461E8,902917.0377906977,344
Ewallet,Electronic accessories,137635492,c,naypyitaw,Normal,male,5876,10,2938,61698,20190129,1426,5876,2938,90,3,14,0047619047766258436,no,high,positive,69.24705882352941,2.96273397E8,858763.4695652174,345
Cash,Fashion accessories,556863144,c,naypyitaw,Member,female,7429,1,37145,780045,20190113,1930,7429,37145,50,1,19,0047619046163584734,no,low,neutral,70.29213483146067,3.10603461E8,902917.0377906977,344
Cash,Home and lifestyle,430603493,a,yangon,Member,female,9488,7,33208,697368,20190203,1438,66416,33208,42,1,14,004761904918194344,no,high,neutral,68.375,3.10603461E8,902917.0377906977,344
Ewallet,Fashion accessories,686410932,b,mandalay,Normal,female,347,2,347,7287,20190313,1948,694,347,82,4,19,004761904621683289,no,low,positive,70.29213483146067,2.96273397E8,858763.4695652174,345
Cash,Food and beverages,728479078,c,naypyitaw,Member,male,5959,4,11918,250278,20190119,1246,23836,11918,98,7,12,004761904852630001,yes,medium,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Ewallet,Sports and travel,139324183,a,yangon,Member,female,9748,9,43866,921186,20190314,1419,87732,43866,74,5,14,004761905018256826,no,high,positive,69.16265060240964,2.96273397E8,858763.4695652174,345
Credit card,Health and beauty,552445977,b,mandalay,Member,male,620,8,248,5208,20190103,1908,4960,248,62,5,19,0047619047270252964,no,high,neutral,70.03289473684211,2.70194988E8,868794.1736334405,311
Cash,Food and beverages,326785178,c,naypyitaw,Member,male,914,7,3199,67179,20190203,1019,6398,3199,95,1,10,0047619048835849234,no,high,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Cash,Home and lifestyle,556728512,c,naypyitaw,Normal,male,2296,1,1148,24108,20190130,2047,2296,1148,43,4,20,004761904808998116,no,low,neutral,68.375,3.10603461E8,902917.0377906977,344
Credit card,Fashion accessories,241112261,b,mandalay,Normal,female,7986,7,27951,586971,20190110,1033,55902,27951,55,5,10,004761904730957364,no,high,neutral,70.29213483146067,2.70194988E8,868794.1736334405,311
Cash,Sports and travel,322022271,b,mandalay,Normal,female,4297,3,64455,1353555,20190203,1146,12891,64455,93,1,11,004761904711578329,no,medium,positive,69.16265060240964,3.10603461E8,902917.0377906977,344
Credit card,Home and lifestyle,241965076,b,mandalay,Member,female,491,2,491,10311,20190108,1258,982,491,64,3,12,004761904585731501,yes,medium,neutral,68.375,2.70194988E8,868794.1736334405,311
Ewallet,Health and beauty,503214385,b,mandalay,Member,male,3991,3,59865,1257165,20190221,1240,11973,59865,93,5,12,004761904617411197,yes,medium,positive,70.03289473684211,2.96273397E8,858763.4695652174,345
Ewallet,Electronic accessories,272651806,a,yangon,Normal,female,6088,9,27396,575316,20190115,1717,54792,27396,47,3,17,004761904919776486,yes,high,neutral,69.24705882352941,2.96273397E8,858763.4695652174,345
Credit card,Sports and travel,253126086,a,yangon,Member,female,984,7,3444,72324,20190312,1243,6888,3444,87,3,12,0047619046363224844,yes,high,positive,69.16265060240964,2.70194988E8,868794.1736334405,311
Credit card,Sports and travel,345689016,c,naypyitaw,Member,female,3167,8,12668,266028,20190102,1619,25336,12668,56,4,16,004761904574126159,no,medium,neutral,69.16265060240964,2.70194988E8,868794.1736334405,311
Cash,Sports and travel,504358843,a,yangon,Normal,male,4247,1,21235,445935,20190102,1657,4247,21235,57,4,16,0047619051947156515,no,low,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Credit card,Food and beverages,782959291,a,yangon,Member,male,9229,5,230725,4845225,20190220,1555,46145,230725,90,4,15,004761904893123207,no,medium,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Cash,Sports and travel,859710933,c,naypyitaw,Member,female,1549,2,1549,32529,20190116,1510,3098,1549,63,4,15,0047619049364146744,no,low,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Cash,Health and beauty,689051884,a,yangon,Member,male,4863,10,24315,510615,20190304,1244,4863,24315,88,2,12,0047619049575683046,yes,high,positive,70.03289473684211,3.10603461E8,902917.0377906977,344
Credit card,Sports and travel,618348551,a,yangon,Normal,female,9318,2,9318,195678,20190116,1841,18636,9318,85,4,18,004761904831528937,yes,medium,positive,69.16265060240964,2.70194988E8,868794.1736334405,311
Credit card,Home and lifestyle,186438965,a,yangon,Member,female,4768,2,4768,100128,20190224,1010,9536,4768,41,1,10,0047619049660023026,no,medium,neutral,68.375,2.70194988E8,868794.1736334405,311
Credit card,Electronic accessories,172428274,b,mandalay,Normal,female,3827,2,3827,80367,20190302,1818,7654,3827,58,7,18,004761904832538642,yes,low,neutral,69.24705882352941,2.70194988E8,868794.1736334405,311
Cash,Health and beauty,729062010,b,mandalay,Member,male,8047,9,362115,7604415,20190106,1118,72423,362115,92,1,11,004761904355813281,no,high,positive,70.03289473684211,3.10603461E8,902917.0377906977,344
Cash,Food and beverages,786942700,a,yangon,Member,male,8062,6,24186,507906,20190228,2018,48372,24186,91,5,20,004761904869199566,no,high,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Ewallet,Fashion accessories,574225561,c,naypyitaw,Member,female,8263,10,41315,867615,20190319,1708,8263,41315,79,3,17,004761904657219935,yes,high,positive,70.29213483146067,2.96273397E8,858763.4695652174,345
Cash,Home and lifestyle,354395160,a,yangon,Member,female,3442,6,10326,216846,20190218,1539,20652,10326,98,2,15,004761905013215263,no,medium,positive,68.375,3.10603461E8,902917.0377906977,344
Credit card,Food and beverages,420114919,c,naypyitaw,Member,female,7139,5,178475,3747975,20190217,1957,35695,178475,55,1,19,004761904907305085,no,medium,neutral,71.13218390804597,2.70194988E8,868794.1736334405,311
Credit card,Home and lifestyle,422298786,a,yangon,Normal,female,6709,5,167725,3522225,20190103,1647,33545,167725,91,5,16,004761904452465844,no,medium,positive,68.375,2.70194988E8,868794.1736334405,311
Cash,Fashion accessories,541899860,c,naypyitaw,Member,female,8048,3,12072,253512,20190215,1231,24144,12072,81,6,12,004761904708164035,yes,medium,positive,70.29213483146067,3.10603461E8,902917.0377906977,344
Ewallet,Fashion accessories,339389982,b,mandalay,Member,male,5986,2,5986,125706,20190113,1455,11972,5986,67,1,14,0047619047619047616,no,medium,neutral,70.29213483146067,2.96273397E8,858763.4695652174,345
Credit card,Electronic accessories,399694630,c,naypyitaw,Normal,male,2221,6,6663,139923,20190307,1023,13326,6663,86,5,10,0047619046969932584,no,medium,positive,69.24705882352941,2.70194988E8,868794.1736334405,311
Credit card,Fashion accessories,756931854,c,naypyitaw,Member,female,8335,2,8335,175035,20190202,1405,1667,8335,95,7,14,004761904684069366,no,medium,positive,70.29213483146067,2.70194988E8,868794.1736334405,311
Ewallet,Sports and travel,423800988,c,naypyitaw,Normal,male,764,2,764,16044,20190130,1942,1528,764,65,4,19,004761904606225479,no,medium,neutral,69.16265060240964,2.96273397E8,858763.4695652174,345
Cash,Electronic accessories,533335337,b,mandalay,Normal,male,7939,10,39695,833595,20190207,2024,7939,39695,62,5,20,004761904892653332,no,high,neutral,69.24705882352941,3.10603461E8,902917.0377906977,344
Ewallet,Home and lifestyle,627953243,b,mandalay,Member,female,7768,9,34956,734076,20190204,1321,69912,34956,98,2,13,004761905009361774,yes,high,positive,68.375,2.96273397E8,858763.4695652174,345
Ewallet,Food and beverages,239484278,a,yangon,Member,male,1013,7,35455,744555,20190310,1935,7091,35455,83,1,19,0047619049601338496,no,low,positive,71.13218390804597,2.96273397E8,858763.4695652174,345
Credit card,Fashion accessories,652436591,a,yangon,Normal,female,9729,8,38916,817236,20190309,1318,77832,38916,62,7,13,004761904672994217,yes,high,neutral,70.29213483146067,2.70194988E8,868794.1736334405,311
Credit card,Health and beauty,790384466,c,naypyitaw,Normal,female,1099,5,27475,576975,20190123,1018,5495,27475,93,4,10,004761904801259209,no,low,positive,70.03289473684211,2.70194988E8,868794.1736334405,311
Ewallet,Food and beverages,727463608,b,mandalay,Member,female,2001,9,90045,1890945,20190206,1547,18009,90045,41,4,15,0047619050260815074,no,medium,neutral,71.13218390804597,2.96273397E8,858763.4695652174,345
Cash,Sports and travel,802705316,a,yangon,Member,female,9213,6,27639,580419,20190306,2034,55278,27639,83,4,20,0047619046993112736,no,high,positive,69.16265060240964,3.10603461E8,902917.0377906977,344
Cash,Sports and travel,394556384,c,naypyitaw,Member,female,7019,9,315855,6632955,20190125,1338,63171,315855,67,6,13,0047619050768474946,yes,high,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Ewallet,Sports and travel,201638275,c,naypyitaw,Member,female,6799,7,237965,4997265,20190217,1650,47593,237965,57,1,16,004761904598328261,no,medium,neutral,69.16265060240964,2.96273397E8,858763.4695652174,345
Cash,Home and lifestyle,593954461,c,naypyitaw,Member,male,7486,1,3743,78603,20190324,1449,7486,3743,69,1,14,004761904993005684,no,low,neutral,68.375,3.10603461E8,902917.0377906977,344
Credit card,Electronic accessories,732940499,c,naypyitaw,Normal,female,4165,10,20825,437325,20190113,1704,4165,20825,54,1,17,00476190480344189,yes,medium,neutral,69.24705882352941,2.70194988E8,868794.1736334405,311
Ewallet,Home and lifestyle,239107476,a,yangon,Normal,female,7795,6,23385,491085,20190121,1637,4677,23385,80,2,16,0047619048913697,no,medium,positive,68.375,2.96273397E8,858763.4695652174,345
Ewallet,Fashion accessories,437588131,b,mandalay,Normal,female,7352,2,7352,154392,20190115,1341,14704,7352,46,3,13,00476190496780367,yes,medium,neutral,70.29213483146067,2.96273397E8,858763.4695652174,345
Credit card,Fashion accessories,115994379,b,mandalay,Member,female,5473,7,191555,4022655,20190314,1902,38311,191555,85,5,19,004761904829640716,no,medium,positive,70.29213483146067,2.70194988E8,868794.1736334405,311
Ewallet,Health and beauty,848071692,b,mandalay,Normal,female,5722,2,5722,120162,20190112,1713,11444,5722,83,7,17,0047619047619047616,yes,medium,positive,70.03289473684211,2.96273397E8,858763.4695652174,345
Cash,Electronic accessories,891017034,b,mandalay,Normal,female,7471,6,22413,470673,20190101,1907,44826,22413,67,3,19,0047619047426076866,no,medium,neutral,69.24705882352941,3.10603461E8,902917.0377906977,344
Ewallet,Sports and travel,375723056,b,mandalay,Normal,male,6306,3,9459,198639,20190119,1558,18918,9459,70,7,15,004761904396111048,no,medium,neutral,69.16265060240964,2.96273397E8,858763.4695652174,345
Ewallet,Electronic accessories,273842164,c,naypyitaw,Member,male,1205,5,30125,632625,20190216,1553,6025,30125,55,7,15,004761904779851042,no,low,neutral,69.24705882352941,2.96273397E8,858763.4695652174,345
Ewallet,Electronic accessories,884806021,a,yangon,Member,female,7347,10,36735,771435,20190323,1314,7347,36735,95,7,13,004761904856094033,yes,high,positive,69.24705882352941,2.96273397E8,858763.4695652174,345
Cash,Home and lifestyle,462679126,a,yangon,Normal,male,7322,6,21966,461286,20190121,1744,43932,21966,72,2,17,004761904565007125,yes,medium,positive,68.375,3.10603461E8,902917.0377906977,344
Credit card,Home and lifestyle,138175109,a,yangon,Member,female,8921,9,401445,8430345,20190115,1542,80289,401445,65,3,15,0047619049342841877,no,high,neutral,68.375,2.70194988E8,868794.1736334405,311
Credit card,Health and beauty,595949924,a,yangon,Member,female,2773,5,69325,1455825,20190326,2021,13865,69325,42,3,20,004761904543546491,no,medium,neutral,70.03289473684211,2.70194988E8,868794.1736334405,311
Credit card,Electronic accessories,638607125,a,yangon,Normal,female,9956,8,39824,836304,20190214,1703,79648,39824,52,5,17,0047619048270672794,yes,high,neutral,69.24705882352941,2.70194988E8,868794.1736334405,311
Ewallet,Fashion accessories,685641609,a,yangon,Member,female,3014,10,1507,31647,20190210,1228,3014,1507,92,1,12,004761904647105729,yes,medium,positive,70.29213483146067,2.96273397E8,858763.4695652174,345
Credit card,Home and lifestyle,284349626,b,mandalay,Normal,female,7704,3,11556,242676,20190211,1039,23112,11556,72,2,10,0047619047619047616,no,medium,positive,68.375,2.70194988E8,868794.1736334405,311
Ewallet,Food and beverages,727170390,a,yangon,Normal,female,6361,5,159025,3339525,20190316,1243,31805,159025,48,7,12,004761904598720858,yes,medium,neutral,71.13218390804597,2.96273397E8,858763.4695652174,345
Ewallet,Fashion accessories,562125430,a,yangon,Member,female,8815,3,132225,2776725,20190118,1011,26445,132225,79,6,10,0047619049581635854,no,medium,positive,70.29213483146067,2.96273397E8,858763.4695652174,345
Ewallet,Home and lifestyle,427459297,b,mandalay,Member,female,4073,7,142555,2993655,20190312,1101,28511,142555,54,3,11,0047619045646977366,no,medium,neutral,68.375,2.96273397E8,858763.4695652174,345
Ewallet,Sports and travel,880465796,a,yangon,Member,male,7692,10,3846,80766,20190317,1953,7692,3846,56,1,19,00476190480688712,no,high,neutral,69.16265060240964,2.96273397E8,858763.4695652174,345
Cash,Health and beauty,725540677,c,naypyitaw,Member,male,856,7,2996,62916,20190302,1350,5992,2996,53,7,13,004761904819649138,yes,high,neutral,70.03289473684211,3.10603461E8,902917.0377906977,344
Ewallet,Health and beauty,233675758,c,naypyitaw,Normal,male,4035,1,20175,423675,20190129,1346,4035,20175,62,3,13,0047619045475278815,yes,low,neutral,70.03289473684211,2.96273397E8,858763.4695652174,345
Cash,Health and beauty,877223308,a,yangon,Member,male,1587,10,7935,166635,20190313,1640,1587,7935,58,4,16,0047619048845433366,no,medium,neutral,70.03289473684211,3.10603461E8,902917.0377906977,344
Ewallet,Food and beverages,847387188,b,mandalay,Normal,female,9668,3,14502,304542,20190126,1956,29004,14502,64,7,19,0047619048364643694,no,medium,neutral,71.13218390804597,2.96273397E8,858763.4695652174,345
Credit card,Fashion accessories,225981496,c,naypyitaw,Normal,female,2702,3,4053,85113,20190302,1301,8106,4053,71,7,13,004761904788582862,yes,low,positive,70.29213483146067,2.70194988E8,868794.1736334405,311
Credit card,Food and beverages,634978956,a,yangon,Normal,male,329,3,4935,103635,20190217,1727,987,4935,91,1,17,0047619046085340705,yes,medium,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Cash,Sports and travel,282352475,b,mandalay,Normal,female,9331,2,9331,195951,20190325,1753,18662,9331,63,2,17,004761904831431932,yes,medium,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
